"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"10/28/2012","37","Ozone","Gilroy","06-085-0002","AQS","14","37",".","34","24"
"10/29/2012","35","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","24",".","35","27"
"10/30/2012","47","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","20","15","47","22"
"10/31/2012","23","PM2.5","Cupertino Monta Vista","06-085-2009","AQS","5","18",".","23","14"
"11/01/2012","24","NO2","San Jose - Jackson","06-085-0005","AQS","5","19",".","22","24"
"11/02/2012","38","PM2.5","Gilroy","06-085-0002","AQS","8","28","19","38","28"
"11/03/2012","47","PM2.5","San Jose - Jackson","06-085-0005","AQS","9","31",".","47","25"
"11/04/2012","52","PM2.5","San Jose - Jackson","06-085-0005","AQS","13","34",".","52","36"
"11/05/2012","51","PM2.5","San Jose - Jackson","06-085-0005","AQS","13","32","23","51","50"
"11/06/2012","67","PM2.5","San Jose - Jackson","06-085-0005","AQS","15","33",".","67","65"
"11/07/2012","70","PM2.5","San Jose - Jackson","06-085-0005","AQS","16","37",".","70","33"
"11/08/2012","39","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","39","16","39","27"
"11/09/2012","34","Ozone","Cupertino Monta Vista","06-085-2009","AQS","5","34",".","28","33"
"11/10/2012","43","PM2.5","San Jose - Jackson","06-085-0005","AQS","5","33",".","43","29"
"11/11/2012","38","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","31","12","38","32"
"11/12/2012","57","PM2.5","San Jose - Jackson","06-085-0005","AQS","6","26",".","57","39"
"11/13/2012","60","PM2.5","San Jose - Jackson","06-085-0005","AQS","15","26",".","60","28"
"11/14/2012","65","PM2.5","San Jose - Jackson","06-085-0005","AQS","16","19","31","65","41"
"11/15/2012","64","PM2.5","San Jose - Jackson","06-085-0005","AQS","16","44",".","64","41"
"11/16/2012","36","NO2","San Jose - Jackson","06-085-0005","AQS","8","31",".","29","36"
"11/17/2012","32","Ozone","Gilroy","06-085-0002","AQS","3","32","5","17","8"
"11/18/2012","35","Ozone","San Martin","06-085-2006","AQS","5","35",".","30","21"
"11/19/2012","35","Ozone","Los Gatos","06-085-1001","AQS","6","35",".","28","11"
"11/20/2012","31","Ozone","Los Gatos","06-085-1001","AQS","5","31","11","28","8"
"11/21/2012","33","Ozone","San Martin","06-085-2006","AQS","5","33",".","28","30"
"11/22/2012","52","PM2.5","San Jose - Jackson","06-085-0005","AQS","10","32",".","52","31"
"11/23/2012","59","PM2.5","San Jose - Jackson","06-085-0005","AQS","15","26","21","59","34"
"11/24/2012","66","PM2.5","San Jose - Jackson","06-085-0005","AQS","16","24",".","66","31"
"11/25/2012","77","PM2.5","San Jose - Jackson","06-085-0005","AQS","19","12",".","77","25"
"11/26/2012","73","PM2.5","San Jose - Jackson","06-085-0005","AQS","18","22","29","73","25"
"11/27/2012","55","PM2.5","San Jose - Jackson","06-085-0005","AQS","9","32",".","55","35"
"11/28/2012","34","Ozone","Los Gatos","06-085-1001","AQS","7","34",".","26","25"
"11/29/2012","35","PM2.5","Gilroy","06-085-0002","AQS","6","33","6","35","16"
"11/30/2012","38","Ozone","Los Gatos","06-085-1001","AQS","5","38",".","18","17"
"12/01/2012","33","Ozone","Los Gatos","06-085-1001","AQS","5","33",".","24","10"
"12/02/2012","35","PM2.5","San Jose - Jackson","06-085-0005","AQS","10","35","5","35","30"
"12/03/2012","51","PM2.5","San Jose - Jackson","06-085-0005","AQS","14","22",".","51","39"
"12/04/2012","32","PM2.5","Gilroy","06-085-0002","AQS","9","31",".","32","23"
"12/05/2012","30","PM2.5","Gilroy","06-085-0002","AQS","6","25","6","30","19"
"12/06/2012","38","PM2.5","Gilroy","06-085-0002","AQS","6","27",".","38","26"
"12/07/2012","54","PM2.5","San Jose - Jackson","06-085-0005","AQS","13","12",".","54","34"
"12/08/2012","63","PM2.5","San Jose - Jackson","06-085-0005","AQS","15","21","22","63","26"
"12/09/2012","45","PM2.5","Gilroy","06-085-0002","AQS","16","29",".","45","24"
"12/10/2012","43","PM2.5","San Jose - Jackson","06-085-0005","AQS","14","22",".","43","35"
"12/11/2012","46","PM2.5","San Jose - Jackson","06-085-0005","AQS","17","30","18","46","31"
"12/12/2012","41","NO2","San Jose - Jackson","06-085-0005","AQS","8","34",".","28","41"
"12/13/2012","46","PM2.5","San Jose - Jackson","06-085-0005","AQS","10","25",".","46","35"
"12/14/2012","46","PM2.5","San Jose - Jackson","06-085-0005","AQS","13","16","15","46","33"
"12/15/2012","53","PM2.5","Gilroy","06-085-0002","AQS","10","20",".","53","21"
"12/16/2012","33","Ozone","Los Gatos","06-085-1001","AQS","3","33",".","22","15"
"12/17/2012","32","Ozone","Los Gatos","06-085-1001","AQS","3","32","9","25","23"
"12/18/2012","36","PM2.5","Gilroy","06-085-0002","AQS","5","35",".","36","36"
"12/19/2012","41","PM2.5","Gilroy","06-085-0002","AQS","13","21",".","41","39"
"12/20/2012","49","PM2.5","Gilroy","06-085-0002","AQS","6","37","7","49","30"
"12/21/2012","48","PM2.5","Gilroy","06-085-0002","AQS","3","37",".","48","14"
"12/22/2012","36","Ozone","Cupertino Monta Vista","06-085-2009","AQS","5","36",".","34","27"
"12/23/2012","32","Ozone","Los Gatos","06-085-1001","AQS","3","32","6","17","27"
"12/24/2012","45","PM2.5","San Jose - Jackson","06-085-0005","AQS","8","31",".","45","31"
"12/25/2012","46","PM2.5","Gilroy","06-085-0002","AQS","11","30",".","46","19"
"12/26/2012","35","NO2","San Jose - Jackson","06-085-0005","AQS","7","34","9","25","35"
"12/27/2012","42","PM2.5","San Jose - Jackson","06-085-0005","AQS","11","28",".","42","34"
"12/28/2012","44","PM2.5","Gilroy","06-085-0002","AQS","11","19",".","44","27"
"12/29/2012","63","PM2.5","San Jose - Jackson","06-085-0005","AQS","13","19","18","63","27"
"12/30/2012","58","PM2.5","Gilroy","06-085-0002","AQS","14","24",".","58","30"
"12/31/2012","68","PM2.5","San Jose - Jackson","06-085-0005","AQS","16","33",".","68","39"
