"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"11/05/2019","77","PM2.5","San Jose - Jackson","06-085-0005","AQS","14","54","49","77","51"
"11/06/2019","70","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","14","42",".","70","34"
"11/07/2019","72","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","11","34",".","72","30"
"11/08/2019","98","PM2.5","San Jose - Jackson","06-085-0005","AQS","11","35","49","98","33"
"11/09/2019","95","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","11","41",".","95","33"
"11/10/2019","77","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","11","39",".","77","33"
"11/11/2019","69","PM2.5","San Jose - Jackson","06-085-0005","AQS","16","44","35","69","49"
"11/12/2019","74","PM2.5","San Jose - Jackson","06-085-0005","AQS","17","43",".","74","52"
"11/13/2019","66","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","15","35",".","66","36"
"11/14/2019","41","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","34","14","41","22"
"11/15/2019","32","Ozone","Gilroy","06-085-0002","AQS","6","32",".","20","27"
"11/16/2019","47","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","10","31",".","47","30"
"11/17/2019","70","PM2.5","San Jose - Jackson","06-085-0005","AQS","13","43","32","70","43"
"11/18/2019","74","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","14","42",".","74","61"
"11/19/2019","48","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","13","36",".","48","34"
"11/20/2019","36","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","10","30","33","36","33"
"11/21/2019","45","PM2.5","San Jose - Jackson","06-085-0005","AQS","8","29",".","45","27"
"11/22/2019","56","PM2.5","San Jose - Jackson","06-085-0005","AQS","9","32",".","56","33"
"11/23/2019","68","PM2.5","San Jose - Jackson","06-085-0005","AQS","13","35","37","68","41"
"11/24/2019","66","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","16","35",".","66","38"
"11/25/2019","52","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","15","33",".","52","31"
"11/26/2019","29","Ozone","Los Gatos","06-085-1001","AQS","8","29","17","28","29"
"11/27/2019","29","Ozone","San Martin","06-085-2006","AQS","6","29",".","20","27"
"11/28/2019","27","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","7","26",".","27","23"
"11/29/2019","38","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","9","27","9","38","19"
"11/30/2019","31","Ozone","San Martin","06-085-2006","AQS","6","31",".","20","8"
"12/01/2019","31","Ozone","San Martin","06-085-2006","AQS","5","31",".","11","5"
"12/02/2019","30","Ozone","San Martin","06-085-2006","AQS","7","30","4","15","23"
"12/03/2019","47","PM2.5","San Jose - Jackson","06-085-0005","AQS","13","13",".","47","29"
"12/04/2019","40","PM2.5","San Jose - Jackson","06-085-0005","AQS","11","19",".","40","24"
"12/05/2019","28","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","13","26","10","28","26"
"12/06/2019","33","Ozone","San Martin","06-085-2006","AQS","8","33",".","15","19"
"12/07/2019","36","Ozone","Gilroy","06-085-0002","AQS","7","36",".","15","16"
"12/08/2019","35","Ozone","San Martin","06-085-2006","AQS","7","35","6","23","19"
"12/09/2019","39","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","7","29",".","39","24"
"12/10/2019","52","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","9","23",".","52","27"
"12/11/2019","27","Ozone","Los Gatos","06-085-1001","AQS","7","27","8","22","25"
"12/12/2019","26","PM2.5","Gilroy","06-085-0002","AQS","8","22",".","26","21"
"12/13/2019","36","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","25",".","36","17"
"12/14/2019","37","Ozone","San Martin","06-085-2006","AQS","7","37","8","19","20"
"12/15/2019","35","Ozone","San Martin","06-085-2006","AQS","8","35",".","27","26"
"12/16/2019","38","PM2.5","San Jose - Jackson","06-085-0005","AQS","11","22",".","38","29"
"12/17/2019","50","PM2.5","San Jose - Jackson","06-085-0005","AQS","16","33","27","50","34"
"12/18/2019","33","Ozone","Gilroy","06-085-0002","AQS","9","33",".","21","13"
"12/19/2019","31","Ozone","San Jose - Jackson","06-085-0005","AQS","8","31",".","22","31"
"12/20/2019","54","PM2.5","San Jose - Jackson","06-085-0005","AQS","13","22","29","54","31"
"12/21/2019","53","PM2.5","San Jose - Jackson","06-085-0005","AQS","13","37",".","53","28"
"12/22/2019","38","Ozone","Los Gatos","06-085-1001","AQS","9","38",".","23","28"
"12/23/2019","46","PM2.5","San Jose - Jackson","06-085-0005","AQS","10","24","18","46","29"
"12/24/2019","44","PM2.5","Gilroy","06-085-0002","AQS","13","24",".","44","22"
"12/25/2019","33","Ozone","Gilroy","06-085-0002","AQS","7","33",".","18","8"
"12/26/2019","31","Ozone","Gilroy","06-085-0002","AQS","9","31","9","22","26"
"12/27/2019","51","PM2.5","San Jose - Jackson","06-085-0005","AQS","14","19",".","51","33"
"12/28/2019","54","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","15","21",".","54","30"
"12/29/2019","45","PM2.5","Gilroy","06-085-0002","AQS","13","26","12","45","22"
"12/30/2019","47","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","11","23",".","47","29"
"12/31/2019","58","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","13","23",".","58","30"
