"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"10/21/2021","27","PM2.5","San Jose - Jackson","06-085-0005","AQS","7","24",".","27","14"
"10/22/2021","36","Ozone","San Martin","06-085-2006","AQS","6","36","8","35","14"
"10/23/2021","38","PM2.5","San Jose - Jackson","06-085-0005","AQS","8","31",".","38","14"
"10/24/2021","31","Ozone","Gilroy","06-085-0002","AQS","5","31",".","13","6"
"10/25/2021","33","Ozone","San Jose - Jackson","06-085-0005","AQS","7","33","10","30","19"
"10/26/2021","31","Ozone","Gilroy","06-085-0002","AQS","7","31",".","27","25"
"10/27/2021","27","Ozone","Gilroy","06-085-0002","AQS","8","27",".","21","19"
"10/28/2021","43","PM2.5","San Jose - Jackson","06-085-0005","AQS","10","31","20","43","22"
"10/29/2021","45","PM2.5","San Jose - Jackson","06-085-0005","AQS","15","33",".","45","25"
"10/30/2021","30","Ozone","San Jose - Jackson","06-085-0005","AQS","8","30",".","17","14"
"10/31/2021","35","Ozone","San Martin","06-085-2006","AQS","7","35","6","15","12"
"11/01/2021","27","Ozone","Los Gatos","06-085-1001","AQS","7","27",".","13","16"
"11/02/2021","27","PM2.5","San Jose - Jackson","06-085-0005","AQS","10","21",".","27","23"
"11/03/2021","36","PM2.5","San Jose - Jackson","06-085-0005","AQS","11","31","17","36","32"
"11/04/2021","34","Ozone","San Jose - Jackson","06-085-0005","AQS","10","34",".","27","20"
"11/05/2021","36","PM2.5","San Jose - Jackson","06-085-0005","AQS","9","31",".","36","23"
"11/06/2021","34","Ozone","Gilroy","06-085-0002","AQS","11","34","14","28","20"
"11/07/2021","33","Ozone","San Jose - Jackson","06-085-0005","AQS","7","33",".","20","23"
"11/08/2021","37","Ozone","Los Gatos","06-085-1001","AQS","9","37",".","35","23"
"11/09/2021","31","Ozone","San Jose - Jackson","06-085-0005","AQS","8","31","10","22","18"
"11/10/2021","34","PM2.5","San Jose - Jackson","06-085-0005","AQS","9","32",".","34","25"
"11/11/2021","56","PM2.5","San Jose - Jackson","06-085-0005","AQS","10","29",".","56","32"
"11/12/2021","57","PM2.5","San Jose - Jackson","06-085-0005","AQS","14","25","23","57","28"
"11/13/2021","64","PM2.5","San Jose - Jackson","06-085-0005","AQS","14","24",".","64","29"
"11/14/2021","61","PM2.5","San Jose - Jackson","06-085-0005","AQS","16","27",".","61","22"
"11/15/2021","76","PM2.5","San Jose - Jackson","06-085-0005","AQS","15","13","33","76","25"
"11/16/2021","48","PM2.5","San Jose - Jackson","06-085-0005","AQS","13","18",".","48","24"
"11/17/2021","54","PM2.5","San Jose - Jackson","06-085-0005","AQS","14","27",".","54","29"
"11/18/2021","62","PM2.5","San Jose - Jackson","06-085-0005","AQS","13","19","31","62","25"
"11/19/2021","53","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","7","24",".","53","19"
"11/20/2021","33","PM2.5","San Jose - Jackson","06-085-0005","AQS","8","29",".","33","25"
"11/21/2021","53","PM2.5","San Jose - Jackson","06-085-0005","AQS","11","26","19","53","31"
"11/22/2021","58","PM2.5","San Jose - Jackson","06-085-0005","AQS","13","29",".","58","36"
"11/23/2021","53","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","14","25",".","53","27"
"11/24/2021","35","Ozone","San Jose - Jackson","06-085-0005","AQS","7","35","23","33","32"
"11/25/2021","58","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","10","29",".","58","33"
"11/26/2021","84","PM2.5","San Jose - Jackson","06-085-0005","AQS","11","34",".","84","35"
"11/27/2021","72","PM2.5","San Jose - Jackson","06-085-0005","AQS","14","33","31","72","38"
"11/28/2021","73","PM2.5","San Jose - Jackson","06-085-0005","AQS","17","31",".","73","41"
"11/29/2021","80","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","14","32",".","80","41"
"11/30/2021","72","PM2.5","San Jose - Jackson","06-085-0005","AQS","15","20","36","72","34"
"12/01/2021","67","PM2.5","San Jose - Jackson","06-085-0005","AQS","15","25",".","67","44"
"12/02/2021","72","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","15","19",".","72","45"
"12/03/2021","92","PM2.5","San Jose - Jackson","06-085-0005","AQS","9","24","39","92","26"
"12/04/2021","71","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","8","31",".","71","26"
"12/05/2021","59","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","10","24",".","59","24"
"12/06/2021","81","PM2.5","San Jose - Jackson","06-085-0005","AQS","10","7","32","81","20"
"12/07/2021","68","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","11","13",".","68","24"
"12/08/2021","48","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","11","22",".","48","18"
"12/09/2021","30","Ozone","San Jose - Jackson","06-085-0005","AQS","8","30","14","29","24"
"12/10/2021","51","PM2.5","San Jose - Jackson","06-085-0005","AQS","11","23",".","51","29"
"12/11/2021","38","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","11","28",".","38","26"
"12/12/2021","33","Ozone","Los Gatos","06-085-1001","AQS","7","33","6","30","13"
"12/13/2021","35","Ozone","Los Gatos","06-085-1001","AQS","3","35",".","9","10"
"12/14/2021","31","Ozone","San Jose - Jackson","06-085-0005","AQS","7","31",".","15","27"
"12/15/2021","32","Ozone","Los Gatos","06-085-1001","AQS","7","32","6","13","16"
"12/16/2021","32","Ozone","San Jose - Jackson","06-085-0005","AQS","7","32",".","17","27"
"12/17/2021","37","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","9","21",".","37","27"
"12/18/2021","66","PM2.5","San Jose - Jackson","06-085-0005","AQS","13","19","24","66","25"
"12/19/2021","61","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","14","33",".","61","25"
"12/20/2021","43","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","11","27",".","43","22"
"12/21/2021","62","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","10","20",".","62","28"
"12/22/2021","30","Ozone","Los Gatos","06-085-1001","AQS","8","30",".","26","23"
"12/23/2021","32","Ozone","Los Gatos","06-085-1001","AQS","6","32","4","13","21"
"12/24/2021","35","Ozone","San Jose - Jackson","06-085-0005","AQS","6","35","8","22","14"
"12/25/2021","34","Ozone","Los Gatos","06-085-1001","AQS","6","34",".","16","14"
"12/26/2021","33","Ozone","Los Gatos","06-085-1001","AQS","5","33",".","13","11"
"12/27/2021","33","Ozone","San Martin","06-085-2006","AQS","6","33",".","17","23"
"12/28/2021","32","Ozone","San Martin","06-085-2006","AQS","6","32","7","20","24"
"12/29/2021","27","Ozone","San Martin","06-085-2006","AQS","7","27",".","17","25"
"12/30/2021","24","NO2","San Jose - Knox Avenue","06-085-0006","AQS","6","22","8","23","24"
"12/31/2021","50","PM2.5","San Jose - Knox Avenue","06-085-0006","AQS","9","28",".","50","24"
